h1,h2,h3,h4,h5,h6,h7,result
0.0036388235294117647,1.3241036678200691e-05,1.3241036678200691e-05,1.3241036678200691e-05,1.75325052313456e-10,4.8181795818440865e-08,0.0,0.0
0.010916470588235295,0.0001942649437908497,0.00023176223498654362,6.620518339100345e-05,4.763214544967287e-09,4.718845843940567e-07,-6.675767311452933e-09,0.0
0.0005654901960784314,3.1977916186082275e-07,3.1977916186082272e-06,6.395583237216455e-07,4.0903484944164117e-13,0.0,8.180696988832822e-13,0.0
0.008699215686274511,4.10202981930027e-05,3.935387620146097e-05,0.00010232007812379855,6.256859391202864e-09,6.514872159779271e-07,-1.7345748807295075e-09,0.0
0.0005654901960784314,3.1977916186082275e-07,3.1977916186082272e-06,6.395583237216455e-07,4.0903484944164117e-13,0.0,-8.180696988832822e-13,0.0
0.013721960784313727,3.2177545405613224e-05,0.00025963576624375245,0.0002298213871587851,2.661150177685193e-09,8.700399847086266e-07,-5.60763119588238e-08,0.0
0.0036388235294117647,1.3241036678200691e-05,6.216969011918494e-05,7.04005662437524e-05,-3.0173403614223757e-09,-1.5981164529479612e-07,-3.54796208193175e-09,0.0
0.5093792156862745,0.2672396341802384,0.5081240931189542,0.5206350792430605,0.2677678388589597,0.26914160764524636,-0.0029648397735346776,0.0
0.5318713725490196,0.2870894545150328,0.5609210706443677,0.5696583270411382,0.32199907242860165,0.30522704748123664,0.002926152029047724,0.0
0.5630329411764705,0.32791914245966924,0.6531677932610529,0.6531216901118031,0.42656276514400315,0.3740048947500189,0.004154634588197814,0.0
0.6094815686274511,0.3769687387564782,0.7429866214963474,0.7239683616098423,0.5309361839053794,0.4444244202622646,-0.0059809547715558575,0.0
0.6979364705882352,0.4895561208181468,0.9765897840144557,0.9828627888796615,0.9629238742606282,0.687595113735366,-0.0038512033883228436,0.0
0.6457858823529412,0.42656267846336027,0.8982724483844672,0.8552218669330258,0.7495849392635479,0.5585202207840364,-0.0018914540306918526,0.0
0.6810196078431372,0.4676548166729719,0.9693564964269124,0.9199619262351402,0.8687362331387207,0.6290708803779018,-0.005469754584162656,0.0
0.7309309803921569,0.5457871969051901,1.0828359390843523,1.064434605266282,1.1426535352456102,0.7863746472869311,0.01649399528823592,0.0
0.6631843137254901,0.4503393547712419,0.8878440065876201,0.8893415452647443,0.7899935820899394,0.5966371911661275,0.02060272278875791,0.0
0.6679470588235294,0.4279947808592078,0.8777967336981162,0.8766894672621298,0.7685844220083571,0.5735391882774534,0.027314594093506117,0.0
0.6771741176470588,0.4593312958185313,0.8751723698392924,0.9201557864870433,0.8257304183688248,0.6236260448170216,0.0013235305690872945,0.0
0.6967372549019608,0.4600197489544021,0.9337552561439446,0.9615568730605153,0.9110078034981517,0.6521252988071996,-0.014747541854777502,0.0
0.6150243137254903,0.3888972702622067,0.7927266149327179,0.78101288099777,0.6145332098608208,0.4870399733920668,-0.002521979901292881,0.0
0.5843074509803923,0.34338595877401007,0.6956735482797385,0.6884096529237985,0.476342679763589,0.40339663083121086,-0.007489664080088082,0.0
0.5834215686274511,0.347486551240446,0.6879569859895422,0.6830978445417917,0.4682725900133331,0.4026639566389152,0.0025177981195446397,0.0
0.5622223529411765,0.3132787554148405,0.6094205953311806,0.6263470266212996,0.38663947589134173,0.3503949432783627,0.016072165038763853,0.0
0.49027921568627447,0.23330142699577083,0.4806592573201075,0.48570121690119183,0.2345968367466046,0.23459415989461435,-0.00617286335566343,0.0
0.4338235294117647,0.18338832124013835,0.35020076320307575,0.3567332783895425,0.12603869101542414,0.15276479068724372,-0.0035282616151432605,1.0
0.5039756862745098,0.2534332419641676,0.5106545634812765,0.5020663020261439,0.2541446439784849,0.2527264697125331,0.006080315447131945,0.0
0.4563811764705882,0.21610026684505956,0.42902103008565934,0.42067887332256815,0.17866407450509036,0.1954961312054717,-0.004340255301343798,0.0
0.4132098039215686,0.17236097457547098,0.3223474487009612,0.34799716392925795,0.11654797011432128,0.14447422963791862,-0.0011451173783046595,0.0
0.3992313725490196,0.16254767267973852,0.3158400743098808,0.3219179828066128,0.10264308810769568,0.129788321245791,-0.0010276067881046722,0.0
0.27463490196078433,0.14955680229219534,0.35013370359415613,0.15884849209703958,0.03729534585289114,0.06130473013455075,-0.0035302669225557946,0.0
0.006444313725490197,4.152917939254134e-05,0.00012046624913494811,0.00011491069357939255,1.087860288030754e-08,5.698617710291819e-07,-8.027676968879998e-09,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006727058823529412,3.272873202614379e-05,0.00014167395432525953,1.5741550480584392e-05,7.4338923459836e-10,8.832553108870646e-08,0.0,0.0
0.008110980392156863,5.365859115724721e-05,0.0001606985094963476,7.90290396001538e-05,5.95153288925754e-09,4.7338029401132295e-07,-6.625503297709805e-09,0.0
0.005893725490196079,6.62191011149558e-05,5.494014379084968e-05,7.998932056901194e-05,-1.7265279648892082e-09,3.829357966200633e-07,5.013700340589374e-09,0.0
0.0,0.0,1.3560815840061514e-05,1.3560815840061514e-05,1.5002206535907583e-10,0.0,1.0635326999062983e-10,0.0
0.00392156862745098,1.5378700499807765e-05,1.3241036678200691e-05,1.3241036678200691e-05,1.75325052313456e-10,5.192563403215957e-08,0.0,0.0
0.0028054901960784316,3.935387620146098e-05,0.0003816333897731643,4.9399954632833537e-05,-3.15086809869564e-09,1.0845865678027308e-07,6.006600761512523e-09,0.0
0.005610980392156863,3.1483100961168784e-05,0.00022825248196847364,0.00010232007812379855,8.487027094997945e-09,5.299531865322388e-07,-1.3133209811237699e-08,0.0
0.005610980392156863,0.0,5.148328796616686e-05,0.00013315275786236064,8.285852466709166e-09,0.0,7.272135915883709e-09,0.0
0.00727764705882353,0.0001114838489811611,0.00023640052118416,0.00017213347681660902,-2.2978559744580595e-09,1.0497078473405255e-06,-3.464728374035628e-08,0.0
0.49951843137254903,0.24619721417301035,0.4953663684552094,0.502970496880892,0.2510465395079475,0.24956504322677564,-0.002571729090293476,0.0
0.5217811764705882,0.26992805164844297,0.534733165580623,0.5498469394878893,0.2981344640012896,0.28565770358209736,-0.0027958430947572777,0.0
0.5781458823529413,0.3265365026276047,0.6649485827643218,0.682533029361784,0.45970405125650654,0.38998465998998316,-0.009925772281574902,0.0
0.6385466666666666,0.4127808120624374,0.8437749109530178,0.8276944032541327,0.6916700066655455,0.5317740303883681,0.006535833537280378,0.0
0.6866760784313726,0.46905979775901574,0.9803806763804691,0.94784408816609,0.9136978965140694,0.6491364217822354,0.0006344716790340765,0.0
0.5832623529411765,0.3490722356282968,0.6806497286769706,0.679119275102499,0.4613468937148273,0.4011951694687412,-0.018617133370567557,0.0
0.6441192156862745,0.4339713736685889,0.8976327448366009,0.8443318105128796,0.7349795062716764,0.5562125532611498,0.010443896299159094,0.0
0.7302886274509803,0.5448385020678201,1.1083591538665134,1.0711631021940793,1.167131338008742,0.79065247120212,0.004966833192968201,0.0
0.7205031372549019,0.5171852928850442,1.048402981233987,1.0708169339930795,1.1337081183476805,0.7698412900886474,0.04459395165505242,0.0
0.7191349019607842,0.5115454908782775,1.0286851193959246,1.017466086716186,1.040913263582679,0.727716250176923,-0.005738786778121119,0.0
0.6805223529411764,0.4563874533770087,0.9436437841557859,0.950438648912418,0.8998859624109437,0.6420793438193036,-0.019572239871324615,0.0
0.6821662745098038,0.48008307398446737,0.9725899463806225,0.9630762460795079,0.9320667219671686,0.6672701024719317,-0.005964661001744087,0.0
0.6787725490196078,0.466086636970396,0.9256818520976549,0.8991661095629373,0.820325334597489,0.6138631298752646,-0.0037939598532840124,0.0
0.7001301960784313,0.5001690266180701,1.0462060318272974,0.990270708482737,1.007813568395248,0.7003002605332442,-0.01665677217958611,1.0
0.6147635294117647,0.3708277295570934,0.7539465375550941,0.74013731218762,0.5528656028909018,0.45071119081512384,0.005192400867000402,0.0
0.45941176470588235,0.21157939480630528,0.4182716326208382,0.42082684428035366,0.17651133658824894,0.1935549365901284,0.00400484235707671,0.0
0.6161780392156863,0.37557088931641675,0.7405068176370626,0.7617753445113418,0.5721405518084937,0.4668411749987559,-0.0018080453886974435,0.0
0.5695,0.33046223609150327,0.667997620971934,0.6550828897676277,0.43332599712487796,0.37657989592341085,0.0038450954737706267,0.0
0.45334901960784313,0.20898650995278736,0.3978414537562475,0.4100451715816993,0.1655720805696027,0.18737838925421454,-0.0038184824778620813,0.0
0.5189152941176471,0.2583658697823914,0.5198607839515574,0.5458698163237218,0.2907881068219965,0.27746187072250583,-0.00044560353358727434,0.0
0.4930066666666667,0.23954376358954246,0.4711840845620916,0.47157987053364087,0.2222896785349182,0.23079677814892147,-0.0014228686117980088,0.0
0.4475050980392157,0.1972796148810457,0.4112271434063822,0.41058713742222225,0.1685817974165748,0.18236187454967076,-0.006655796382647669,1.0
0.41833058823529407,0.17059933362629753,0.33977055887120333,0.34252390789081116,0.11684744290135263,0.1414723179263976,-0.0007927541200218532,0.0
0.4260572549019608,0.17535417606212994,0.3507307729525566,0.35452509911264896,0.12498508993883908,0.1484478064981279,-0.0026718242577781284,0.0
0.40847764705882356,0.16318658628527494,0.3300428186851211,0.3291219253671665,0.10846998369292574,0.13295013196290423,-0.0007646731971359538,0.0
0.0036388235294117647,9.324178469819302e-05,0.00020932249334871205,8.369566428296811e-05,5.420827403828457e-09,7.545676219059639e-07,9.661122928893416e-09,0.0
0.0,0.0,1.5378700499807765e-05,1.5378700499807765e-05,2.365044290627876e-10,0.0,0.0,0.0
0.005610980392156863,3.1483100961168784e-05,8.898707158785082e-05,4.472413763936947e-05,2.500257432270459e-09,2.2912289711269424e-07,-1.3074562311261614e-09,0.0
